order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
f1c5f3e9df9be5699de80cb4eec88c04,9f8b2ccda5f9f90478038be84bb1ce22,delivered,2018-02-22 13:30:06,2018-02-22 13:55:28,2018-02-23 21:32:56,2018-03-01 21:29:51,2018-03-20 00:00:00
b316ba513e4b801aada1b9a255b327d6,eb5fd8197c73f714f2e41223565baff7,delivered,2018-02-23 08:59:16,2018-02-23 14:36:40,2018-03-02 13:24:14,2018-04-18 21:11:39,2018-03-26 00:00:00
3ed6bdde461210d79c78d2ba9327e03f,b762be58e42c9379a0bc7f4d25015624,delivered,2018-02-11 14:51:37,2018-02-11 15:08:12,2018-02-16 19:28:57,2018-02-26 23:50:02,2018-03-16 00:00:00
1f8db122bf153dee50f12c5e38144665,f148779d679989e84bd75cb146a827c8,delivered,2018-02-01 13:32:27,2018-02-01 13:48:56,2018-02-05 20:57:49,2018-02-15 21:22:14,2018-02-23 00:00:00
d02bd10feab6b4f3bb9b00496ac5da1b,82259ff3376efc103845f4f1568e910e,delivered,2018-01-02 08:00:03,2018-01-02 08:17:14,2018-01-02 16:03:03,2018-01-04 19:44:45,2018-01-18 00:00:00
d2029f1813972cb83dd49c3c27fcd304,abf6ab643b15647ff39d48cb4bfb1019,delivered,2018-02-28 16:44:48,2018-02-28 17:21:19,2018-03-07 23:26:48,2018-03-16 17:16:53,2018-03-19 00:00:00
4053d75129c21cf5b41d41e6bdf3cd28,3bd124a0d3630c45d920e49a107b6912,delivered,2018-01-09 20:39:23,2018-01-11 02:35:38,2018-01-11 22:29:28,2018-01-19 20:36:33,2018-02-16 00:00:00
3dbae011830ae15641138266abb3f3be,1e331e9effe37cc5bb06a638a9a9e077,delivered,2018-02-28 16:54:57,2018-03-01 03:09:30,2018-03-02 19:06:52,2018-03-07 21:08:23,2018-03-22 00:00:00
0da3d957e0cb653342e21f6dc6eaabea,e2ab0674fb331225d8314dc7561f606b,delivered,2018-01-22 15:51:01,2018-01-23 03:37:57,2018-02-07 00:52:46,2018-02-08 21:48:31,2018-02-23 00:00:00
3103711a12d2c4c5a35a9fe7b3308543,ab3168bf3379c0043700ea484efc1f61,delivered,2018-01-03 22:31:34,2018-01-03 23:19:06,2018-01-04 20:58:52,2018-01-12 14:52:49,2018-01-29 00:00:00
81111cf83100722b6a554323c86a10b8,ea06be215e742396fce5dd52375f2a00,delivered,2018-02-07 08:48:15,2018-02-07 11:11:10,2018-02-09 00:49:34,2018-02-27 17:45:02,2018-03-08 00:00:00
d471fa0b4a2b653efa429a9caf70695c,421050860d28ef97f7a64fee1fd92471,delivered,2018-01-10 08:30:55,2018-01-10 10:31:41,2018-01-10 17:16:55,2018-01-23 17:07:11,2018-02-07 00:00:00
f1820747ffc1cde68a5b2c501dfe8292,dbf165106b71b1f129d0e677505aae57,delivered,2018-02-06 22:28:15,2018-02-08 07:49:36,2018-02-08 19:53:25,2018-02-21 22:03:12,2018-03-08 00:00:00
a979f259e3f69ceb4f856111481db7e7,36c97de8d5d1c683eb313ee1a4277ca5,delivered,2018-01-31 17:51:57,2018-01-31 18:08:17,2018-02-02 19:04:50,2018-02-07 22:23:34,2018-03-01 00:00:00
f4f6ec218c3835f1f37fd926a6f6124b,1dd87680282666e5a52fd7f3a8abfe19,delivered,2018-01-10 20:50:19,2018-01-10 21:08:58,2018-01-13 01:25:23,2018-02-01 01:41:32,2018-02-21 00:00:00
22a7f3846cb3968336eda252420a6920,10ca6e617f38bd5d217ba0fea655b709,shipped,2018-01-24 18:19:18,2018-01-24 18:37:41,2018-01-25 17:41:56,,2018-03-01 00:00:00
a35bf517586a9609441f4d6f8db9f6d2,022b1e47fbf658d8e3865c8753bf361f,delivered,2018-02-25 08:07:06,2018-02-25 08:15:22,2018-02-26 23:19:22,2018-04-05 21:48:32,2018-03-28 00:00:00
bae1ccf3fe7baf222a4240bab9c095ca,b7914f4692aa83f8c4cce8ed7a957634,delivered,2018-01-12 14:05:41,2018-01-12 14:18:26,2018-01-15 17:25:55,2018-01-22 21:33:50,2018-02-09 00:00:00
8a83c8fd93adfaa18ac3977636afc8bc,f5fc92d4bf1733a6700f10d06756b5e5,delivered,2018-01-12 22:34:15,2018-01-12 23:16:27,2018-01-15 20:32:50,2018-01-18 15:42:20,2018-02-02 00:00:00
63d924357f70228a8bb5713b68d3b656,57dbb262002b4a7448accfbb36ed2d0a,delivered,2018-01-26 08:50:44,2018-01-30 05:31:38,2018-01-30 19:12:36,2018-02-16 15:55:27,2018-02-22 00:00:00
dca954560c94725cbb8402714b1dc7bd,af189c7154bf7cd83ae87e7c7c43a6b9,delivered,2018-01-09 21:59:13,2018-01-10 10:32:14,2018-01-11 22:56:00,2018-01-22 18:58:25,2018-01-26 00:00:00
5a18318628961a2982d19b5ef6026e2b,25b1719c0299fd49ac7adcda9e05da38,delivered,2018-02-24 17:49:15,2018-02-24 18:07:25,2018-03-02 22:13:37,2018-03-19 17:28:52,2018-04-03 00:00:00
002af7fa9eb99d1456bceb6a13d6fc0b,bacf5021c97183a2a3946dff31e56098,delivered,2018-02-18 18:46:28,2018-02-18 19:46:50,2018-02-19 20:35:16,2018-03-12 18:15:42,2018-03-15 00:00:00
ea7fd400a90286a0db2e0d79a18ae5bf,6d6ef306307d9bf778b4315539f4ba19,delivered,2018-01-19 16:57:39,2018-01-20 09:10:02,2018-01-22 22:47:00,2018-02-01 19:37:18,2018-02-15 00:00:00
704ee0cb53db0aa5d0912298dd0e0c16,c4d805caf1414578f8c018e436f2ae77,delivered,2018-02-05 12:46:57,2018-02-06 12:52:10,2018-02-06 22:05:03,2018-02-15 15:27:55,2018-03-01 00:00:00
1cbd4699bdc656606f114d4710bf87bd,c60c8fbf339ecb59f31f57d6efa750a1,delivered,2018-02-27 19:15:16,2018-02-27 19:30:26,2018-02-28 21:42:48,2018-04-17 00:32:22,2018-03-29 00:00:00
3d308f2c115e6931c3ca351c4fc35ae3,76f873d7c71e9afa58a61ae43e5ebed8,delivered,2018-02-22 22:03:15,2018-02-22 22:15:32,2018-02-23 23:28:36,2018-03-02 22:28:54,2018-03-14 00:00:00
69a416ca37d8dcf85093a41ddc92fcd5,f4d390cc7c012341c0caef6141d1db8a,delivered,2018-02-20 16:29:00,2018-02-20 16:50:32,2018-02-22 21:42:03,2018-03-01 23:24:59,2018-03-15 00:00:00
607a53a5c5210e129c689ecfb2c1897b,a9c9fc2ca98560e072e73177c7046e7e,delivered,2018-01-31 18:02:38,2018-02-02 02:54:01,2018-02-05 16:22:54,2018-02-10 14:33:20,2018-02-22 00:00:00
49dc298f34ef553977f998818dbeb38f,8c615e8041af01e1fb4e74907d70a478,delivered,2018-02-25 19:35:47,2018-02-25 19:47:54,2018-03-02 20:02:51,2018-03-07 22:39:35,2018-03-22 00:00:00
30e92ef45b77af51660f221fbb2b94e3,4797bfa237248c34496edfc436487fd0,delivered,2018-01-12 15:25:13,2018-01-12 15:36:35,2018-01-15 18:46:48,2018-02-08 22:44:32,2018-02-14 00:00:00
18e3a35aeb0cef53ac06a61f65c1f76b,451cb85396e597ae3bf87cfa3fd14f9d,delivered,2018-02-13 01:52:28,2018-02-15 04:07:45,2018-02-15 21:45:17,2018-03-11 15:18:23,2018-03-07 00:00:00
022d47e6dd2e127493b8f51c8408078c,02d2c49ef9837fbf18d71940dd7cf97f,delivered,2018-01-13 17:33:23,2018-01-14 17:28:45,2018-01-18 22:41:55,2018-01-22 17:10:03,2018-02-05 00:00:00
66e5fb8842964acac96f3e4afd13b27d,4b8a694f92f4bc42833eccf7d1be0502,delivered,2018-02-11 11:25:58,2018-02-11 12:08:53,2018-02-16 23:08:00,2018-02-27 10:29:07,2018-03-28 00:00:00
33c0d343b2faf7ebeb298755980009eb,bad57fa21fe32c73f5f5a0e59de2929d,delivered,2018-01-23 20:30:46,2018-01-23 20:53:49,2018-01-25 20:44:00,2018-01-29 13:59:38,2018-02-07 00:00:00
3ad8b95da1d9a9f797b5d79dffcdd15f,54e45f61024a906d5ed85efa3cc79c4e,delivered,2018-02-14 15:13:26,2018-02-15 03:56:02,2018-02-16 19:56:47,2018-03-02 17:47:08,2018-03-09 00:00:00
dba5062fbda3af4fb6c33b1e040ca38f,964a6df3d9bdf60fe3e7b8bb69ed893a,created,2018-02-09 17:21:04,,,,2018-03-07 00:00:00
9315e7a2e69ca1a49b3ba3c6e908ba2b,6afb012b0bf2e380c8d417d2ead4bd34,delivered,2018-01-25 11:38:06,2018-01-25 11:53:04,2018-01-31 17:59:24,2018-02-22 22:52:21,2018-02-26 00:00:00
55d40b74667b0d1f5331a4724b9efd69,d7cbd008cd16332e62efb358c1348056,delivered,2018-02-12 01:13:24,2018-02-15 05:00:33,2018-02-16 22:58:48,2018-02-23 22:43:07,2018-02-26 00:00:00
7d3ffe9953e28737dd4c634216c9eef4,aa02249f655fd7a69f485cf95b8913fb,delivered,2018-01-26 15:38:19,2018-01-26 15:58:22,2018-01-29 12:18:58,2018-02-06 15:26:40,2018-02-23 00:00:00
ecaccc93dddbfc205d1fcdd18acf5933,8e97a6ba3c70449dfc931be3e148b68d,delivered,2018-02-03 23:16:43,2018-02-03 23:29:56,2018-02-06 16:13:53,2018-02-08 20:50:54,2018-03-01 00:00:00
c635b7e8fb0f2db9ddb1481111af5996,91007e89826460cdcba05e2201ba13bc,delivered,2018-02-07 22:06:31,2018-02-07 23:09:53,2018-02-08 22:32:34,2018-02-11 14:58:35,2018-02-23 00:00:00
59ee425a0f0cd825c79aafe5990b7bac,d6e2e0df4f867871a4c0f0c0d26fb89c,delivered,2018-02-11 11:48:17,2018-02-11 11:55:33,2018-02-14 16:13:48,2018-02-27 19:16:03,2018-03-14 00:00:00
d3984047994e1b9ed6b8903828d48676,c0bc3778e0ea6b3c24a2fddf11dd49ad,delivered,2018-02-17 19:47:09,2018-02-17 20:06:54,2018-02-20 01:09:06,2018-02-21 19:25:19,2018-03-12 00:00:00
06f8ee6a5ff26786c382b4fcf5b8ebe7,49d6722c4381c0f4240be0e3fdb6a883,delivered,2018-01-31 01:28:37,2018-01-31 13:50:15,2018-02-02 01:51:11,2018-02-06 16:23:53,2018-02-22 00:00:00
4e389f96f2675b7c829d5f9bc2d9fd70,dd60c1a003b6f0c58d37985262256096,delivered,2018-01-16 12:12:33,2018-01-17 12:10:11,2018-01-18 16:37:39,2018-01-30 19:35:23,2018-02-14 00:00:00
1dc2fa22dbb160db9eb90923718fd0c5,3545524b94d7564dc8e66d9ca95c367e,delivered,2018-02-26 11:41:31,2018-02-26 11:56:00,2018-03-12 21:05:51,2018-04-09 13:32:27,2018-03-21 00:00:00
232a9b3063429a6ae5079afb994164e4,a87ae15da100fdfd87ebfbbbc3b1c3f4,delivered,2018-01-10 15:14:37,2018-01-10 15:27:17,2018-01-11 16:08:06,2018-01-20 17:10:06,2018-02-05 00:00:00
1d35b9b8088b6c9e1fcff77fdb44ef53,875858cb4fa77eb349a94cb42d3303ad,delivered,2018-02-09 17:59:02,2018-02-09 18:20:26,2018-02-17 02:37:58,2018-03-05 18:21:53,2018-03-09 00:00:00
01f74d38c7379a28cc0ac3d90e80c7ea,aa49a857b9196c3ecc7cd8cc02f954f9,delivered,2018-01-31 23:12:05,2018-02-02 02:55:52,2018-02-02 23:48:51,2018-02-27 11:14:03,2018-03-05 00:00:00
4ba83c2746627aa89b8cbf168fbb6fa3,66dff61ac82f40a1ad90762783e8a5ee,delivered,2018-01-26 16:52:56,2018-01-26 17:52:17,2018-02-16 23:32:08,2018-02-26 20:11:55,2018-03-05 00:00:00
d92d14b8e228a3d16418041f0e04620a,3218724bc18c442e58bd39608b0f100a,delivered,2018-02-04 08:30:33,2018-02-05 08:29:04,2018-02-06 17:02:14,2018-02-28 23:53:56,2018-03-13 00:00:00
318847873c9758a0bce305f4f3099583,a23a7bba2a9fb6f506b92ce45b0ca17d,delivered,2018-01-17 16:45:54,2018-01-19 02:37:07,2018-01-25 22:38:55,2018-02-05 20:57:28,2018-02-07 00:00:00
a20fd8d03db72237712932934935ab14,b5bae8ef2af64a160264b103b7df0912,delivered,2018-01-30 08:38:27,2018-01-30 09:09:36,2018-01-30 19:58:51,2018-02-05 18:42:52,2018-02-26 00:00:00
ed638b613c111b199c3550cb29fd6bfa,aee6316af49a9075ee0cce8c83a90866,delivered,2018-02-25 12:35:01,2018-02-25 12:49:08,2018-03-06 22:09:18,2018-04-10 20:45:25,2018-04-12 00:00:00
33bb5c9c0285bb31b6c9cab48da62224,9b44b356e5b71eac310f1e3d28d145f9,delivered,2018-01-05 09:23:59,2018-01-05 09:36:25,2018-01-05 22:58:12,2018-01-25 22:58:44,2018-02-02 00:00:00
131de76b3404646b971a901567b27c1e,416278ffe6603e08f2f135a04e07c611,delivered,2018-01-03 02:55:26,2018-01-03 03:07:50,2018-01-03 19:54:45,2018-01-08 13:40:07,2018-01-26 00:00:00
baf1b12b26680071c8851fc697020e62,2a5161ad7eaa9de4de0eea62824a56a3,shipped,2018-01-21 15:41:59,2018-01-22 13:52:37,2018-01-25 19:55:47,,2018-02-22 00:00:00
f79b808e0ded7143da5be51e144f9bb9,832678f1591956cf1fe901debc164ef9,delivered,2018-01-12 16:54:45,2018-01-13 02:08:40,2018-01-15 21:26:49,2018-01-19 15:35:29,2018-02-02 00:00:00
450c38e2c35be1d12fb07ad8c2432ebd,7b530dd0b6024eaf341aae361f575254,delivered,2018-02-05 20:08:57,2018-02-05 20:29:48,2018-02-06 22:08:56,2018-02-19 17:52:24,2018-03-08 00:00:00
8e62a916598b1e9653b5c5b8ade92fed,aba3d57d2176fbbc5937098c6120e90c,delivered,2018-01-04 22:09:33,2018-01-06 02:08:55,2018-01-25 18:14:28,2018-02-26 21:27:11,2018-02-05 00:00:00
1c01cd54510efa1db113ee8354518f20,b04cc8e48980db67f9b78779e4265ba1,delivered,2018-02-21 10:58:09,2018-02-21 12:27:42,2018-02-23 00:16:53,2018-02-26 23:46:28,2018-03-07 00:00:00
cfcef16acd7d85fcc9bc9bae5166f845,17856f540114d991d7f8576b72f8efdc,delivered,2018-01-19 22:33:23,2018-01-19 22:55:57,2018-01-22 12:42:35,2018-02-02 17:33:05,2018-02-14 00:00:00
20cae0a28869a4321d8fe372731f80e0,c3537eef72f2b883b3cbc75b1b9480b5,delivered,2018-01-15 23:42:12,2018-01-15 23:53:31,2018-01-16 19:34:51,2018-01-26 17:25:11,2018-01-30 00:00:00
f1ef0cea033ae487dc3ebc664cb10d1b,62b928147854bc65eeeff14bb787a009,delivered,2018-02-22 13:13:12,2018-02-22 13:47:52,2018-02-23 22:42:48,2018-02-26 19:22:37,2018-03-08 00:00:00
2a9748c25bff8d93dd13a28eced24db9,0edba6ec24c2864c865aa7330cf297dc,delivered,2018-02-26 22:06:45,2018-02-26 22:28:21,2018-03-02 19:07:44,2018-03-17 00:32:30,2018-04-04 00:00:00
0e3737a398f635ed0c0957a0320781ec,7e54da0c70661ce35754a113fcda1208,delivered,2018-01-07 12:57:21,2018-01-07 13:07:18,2018-01-08 20:50:19,2018-01-10 19:07:59,2018-01-24 00:00:00
e42760f40f2fba3ba7529b6157adf501,c714d0379e12f46b0d3671b86773339b,delivered,2018-01-05 16:15:14,2018-01-05 16:27:49,2018-01-11 15:58:59,2018-03-02 22:58:53,2018-02-26 00:00:00
d4de2912c79702221bd12d642b18e49f,00c2781c163b9f057924ed8c45c724d4,delivered,2018-01-29 19:39:43,2018-01-30 12:31:02,2018-02-01 17:52:01,2018-02-09 19:59:05,2018-02-22 00:00:00
b47f53f735ee76b0f07d10b4525d564e,07e1f9d11c41ac087f7726061742bb6f,shipped,2018-02-13 12:25:11,2018-02-14 12:26:58,2018-02-21 15:23:03,,2018-03-07 00:00:00
64958fed45ad3cd3b84be03fd9ac01cd,51dcfe10205819fd2d3294782a1065cc,delivered,2018-02-14 12:14:39,2018-02-14 12:30:26,2018-02-14 21:41:42,2018-03-09 16:58:34,2018-03-06 00:00:00
9d77978d536fd7c6ca5ec414b63e1459,e52293a37d6ebd3e79a0442c9b9bf415,delivered,2018-01-23 14:06:58,2018-01-23 14:16:48,2018-01-24 20:33:10,2018-01-25 18:42:37,2018-02-09 00:00:00
74661e530a952a7ca5c7631de0960ada,11f1058e94059e91e907631d99d977f0,delivered,2018-02-20 20:48:31,2018-02-22 02:28:48,2018-02-22 22:53:02,2018-03-11 15:18:59,2018-03-20 00:00:00
6ffe7cebfe521de0435648b47a87083c,46ab4ca304d63607583e422f38618bfb,delivered,2018-01-16 10:29:39,2018-01-16 18:16:29,2018-01-17 19:53:14,2018-01-24 21:58:09,2018-02-08 00:00:00
432c5d90dae98b9496ac75c5108c530a,13d1ebce1606cc152181e65978d1e7f5,delivered,2018-02-10 22:17:58,2018-02-10 23:29:40,2018-02-14 20:45:14,2018-02-25 10:48:59,2018-03-08 00:00:00
a2c188c4797a746ba81a77bd44c07aae,a32113d5ae0d8889966b8fdc44d37fd5,delivered,2018-01-17 12:27:16,2018-01-17 12:39:21,2018-01-19 18:58:43,2018-01-30 21:43:50,2018-02-19 00:00:00
3c63f38b18f9c813e6a2947f12708660,b4a8edd174a1969bbe2c9d5ff9794cd7,delivered,2018-02-18 08:22:46,2018-02-18 09:26:30,2018-02-19 19:42:47,2018-02-25 15:28:32,2018-03-13 00:00:00
589310d3d488112508a26f3e22ba30ca,34b7eab1f76104e9b749d01a9a00710c,delivered,2018-02-27 12:17:08,2018-02-27 12:48:27,2018-03-02 15:18:50,2018-03-13 19:03:02,2018-03-19 00:00:00
bcc632609d99be3eeaf01c6916f9604e,d719eace562b89db5f0f0f627aebdc67,delivered,2018-01-06 00:09:51,2018-01-06 00:18:19,2018-01-09 00:12:23,2018-01-09 12:54:25,2018-01-26 00:00:00
